area_mean,area_se,area_worst,concavity_se,fractal_dimension_mean,perimeter_mean,perimeter_worst,radius_mean,radius_worst,smoothness_mean,smoothness_worst,symmetry_worst,texture_mean,texture_worst
737,3.02,853,0.0154,0.0543,103,104,15.6,15.7,0.0991,0.139,0.268,17.7,26.4
747,52.7,629,0.0278,0.0505,96.8,85.4,14.7,12.7,0.0965,0.13,0.207,16.1,23.7
796,-31.5,924,0.039,0.0686,104,112,16,16.5,0.0868,0.159,0.35,13.7,32.1
1.05E+03,99.6,917,0.0336,0.0596,116,91,17.5,15.2,0.119,0.125,0.237,23.8,24.2
780,84.5,1.03E+03,0.00872,0.0524,101,105,15.1,16.4,0.115,0.141,0.278,23.3,23.1
552,108,1.09E+03,0.0684,0.0653,89,127,13.2,18.3,0.133,0.0976,0.297,14.9,17.2
616,-15.1,583,0.0543,0.0706,95.1,98.7,14.4,15.3,0.0829,0.15,0.385,20.4,30.9
533,30.1,921,0.00751,0.0563,87.6,123,13.2,17.9,0.0992,0.139,0.263,17.5,17.8
1.18E+03,-18.6,454,0.0253,0.0737,133,92.3,20.4,12.7,0.0861,0.121,0.186,17.5,14.4
128,-18.1,523,-0.00051,0.0655,58.6,91.6,9.43,13.5,0.0924,0.106,0.347,25.9,32.2
811,8.05,376,0.0475,0.0493,99.6,70.1,15.3,11.4,0.0926,0.127,0.253,15.8,19
481,40.6,447,0.0499,0.0593,79.7,84.8,12.2,13.1,0.0925,0.105,0.297,20.8,25.6
876,55.5,711,0.00955,0.0719,102,88.2,15.5,14.4,0.108,0.148,0.374,17.9,21.6
396,-23.7,770,0.065,0.0532,77.2,88.4,12.1,13.9,0.0913,0.159,0.259,14.2,41.3
539,13.5,498,-0.0109,0.0483,82.7,88.2,12.7,12.9,0.0858,0.142,0.305,14.8,11.7
597,91,757,0.0326,0.0667,85.6,104,13.4,15.7,0.0987,0.0814,0.274,30.6,24.6
796,72.6,1.45E+03,0.0471,0.0652,103,139,15.6,20.4,0.105,0.142,0.376,23.5,23.1
-71.6,69.5,723,0.0436,0.0573,42.9,101,6.85,15.6,0.0854,0.109,0.313,23.5,28.4
-35.1,2.08,477,0.0359,0.0635,49.5,76.4,7.61,11.6,0.0943,0.161,0.226,18.7,18.2
413,67,699,0.0199,0.0542,76,104,11.3,14.9,0.0807,0.121,0.204,21.2,23.5
1.04E+03,13.5,701,0.0721,0.0426,116,102,17.9,15.2,0.0785,0.161,0.339,27,28.3
548,56.5,830,0.0719,0.0626,84.5,97.9,13,15,0.0985,0.107,0.401,15.1,21.3
545,27.8,714,0.0094,0.07,80.7,90.3,12.5,14.3,0.105,0.132,0.252,17.8,27.9
213,37.1,691,0.0436,0.06,62.5,95.1,9.59,14.5,0.0768,0.148,0.37,20.9,24.3
-8.09,74.8,896,-0.0395,0.0556,49.3,127,8.1,18.7,0.124,0.131,0.32,20.2,26.4
1.08E+03,-20.9,132,0.00838,0.0579,122,53.8,18.5,8.06,0.104,0.0894,0.282,15.5,20.5
-144,120,1.07E+03,0.0526,0.0572,32.2,115,5.41,17.2,0.11,0.163,0.344,28.6,14.5
913,9.97,799,0.0571,0.0465,111,112,16.9,16.9,0.0901,0.146,0.35,16.3,24.8
-14.2,198,2.57E+03,0.0378,0.0586,39.2,212,6.6,30.8,0.0887,0.096,0.316,20.3,20.9
213,116,898,0.0508,0.0442,57.7,107,9.09,16.7,0.111,0.0862,0.221,22.9,25.5
681,-16.3,267,0.00917,0.0596,90.1,73.2,14,10.7,0.0666,0.12,0.351,13.7,19
667,73.3,1.05E+03,0.0654,0.0453,94.3,124,14.2,17.9,0.102,0.123,0.298,21.1,33.6
875,54.1,902,0.0342,0.0528,107,101,16.5,15.5,0.0907,0.145,0.381,20,25.7
1.20E+03,4.18,503,0.0216,0.0672,126,98.8,19.2,14.4,0.0731,0.137,0.379,20.7,36.7
734,112,1.37E+03,0.00778,0.0621,94.9,152,14.6,22.1,0.111,0.119,0.247,18.4,25.1
642,44.9,1.16E+03,-0.00176,0.0705,90.7,126,14,19.6,0.076,0.146,0.276,25.1,25.9
702,3.68,129,0.0354,0.0495,94.1,66.4,14.3,9.8,0.0966,0.129,0.182,23.9,30.4
1.32E+03,7.71,439,0.0923,0.0563,135,72.7,20.4,11.7,0.0877,0.139,0.26,21.2,18.4
704,-34.7,225,0.0411,0.0788,97.1,74.5,15.1,12.2,0.0918,0.109,0.208,16.8,23.2
991,-1.01,326,0.0474,0.0582,113,70.4,17,10.7,0.0776,0.146,0.204,25.2,16.6
136,-67.3,29.6,0.072,0.0524,58,57.1,9.3,8.98,0.0708,0.149,0.242,21,27.7
286,24.1,483,0.00411,0.0724,62.9,76.7,9.87,12.5,0.0946,0.147,0.258,21.5,21.7
722,49.7,934,0.0939,0.0658,93.7,112,14.4,16.9,0.0917,0.15,0.364,12.7,19.9
296,-18.3,361,0.028,0.0475,71,81.2,11.1,12.1,0.105,0.129,0.475,22.1,22
531,-48.3,199,0.0382,0.0582,85.3,81.7,13.2,11.8,0.0425,0.123,0.307,11.4,33.2
452,-57.4,167,0.0416,0.0648,77,72.2,12.5,10.5,0.0852,0.107,0.387,15.9,18.9
1.08E+03,40.5,1.71E+03,0.0559,0.061,125,146,18.8,22.8,0.0839,0.148,0.2,27.2,29.4
476,32.6,419,0.0328,0.0682,77.5,75.7,11.8,11.8,0.0789,0.127,0.257,19.8,30.5
321,160,1.45E+03,0.00804,0.0512,64.8,135,10.3,20.1,0.0984,0.0714,0.16,17.5,22.6
1.07E+03,10.6,434,0.0709,0.0481,121,85,18.1,12.1,0.0848,0.176,0.238,19.1,30.7
744,1.58,414,0.0157,0.0493,101,80.5,16,12.6,0.11,0.128,0.405,25.4,28.3
684,50.7,1.88E+03,0.0698,0.0658,100,162,15.4,23.7,0.104,0.14,0.251,18,27.4
40.4,36.7,570,0.0283,0.0644,57.2,96.6,8.83,15,0.0993,0.12,0.209,25.6,30.2
474,62.6,1.34E+03,0.0404,0.0645,77.3,138,12,19.7,0.0702,0.108,0.357,18.3,19.5
607,-5.1,-266,0.013,0.0672,89.1,44.9,13.6,6.91,0.105,0.0884,0.21,16,30.6
88.8,75.6,1.30E+03,0.058,0.061,59,135,9.11,20.2,0.108,0.144,0.166,18,25.3
917,41.2,338,0.0444,0.0619,109,82,16.5,12.1,0.0991,0.104,0.267,25.6,26
802,116,2.06E+03,0.0497,0.0675,100,189,15.5,27,0.0897,0.145,0.373,27.1,28.8
577,-14.8,550,0.0515,0.07,84.7,83.1,13.1,13.9,0.0834,0.135,0.292,17.6,21.8
1.74E+03,86.9,1.34E+03,0.00412,0.062,167,132,24.8,20.3,0.0952,0.127,0.321,22.1,31.3
637,49.3,892,-0.0502,0.0547,94.6,109,14.2,16.3,0.0723,0.149,0.288,24,19.3
389,39.6,1.84E+03,0.0184,0.0801,77.4,165,12,24.5,0.104,0.166,0.22,13.1,25
923,-22.3,405,0.0409,0.061,102,78.2,15.9,12.3,0.0797,0.115,0.276,20.9,35
142,117,1.43E+03,-0.000392,0.068,61.5,161,9.36,23.5,0.104,0.0927,0.314,23,31.1
678,37.5,576,0.037,0.0593,96.3,89.1,14.7,13.5,0.101,0.136,0.285,22.7,20.8
172,-11,292,0.0174,0.0526,54,61.4,8.84,10.6,0.113,0.177,0.245,25.8,27.9
1.05E+03,77.5,923,0.0161,0.0627,119,113,17.7,17.2,0.0982,0.0773,0.268,24.8,28.3
378,75.3,822,0.00853,0.0577,73.5,109,11.3,16.5,0.11,0.141,0.31,20.8,29.6
828,96.4,1.26E+03,0.0224,0.0639,104,138,15.9,21.1,0.0733,0.115,0.284,21.2,28.5
409,10,577,0.0199,0.0629,78.6,89.9,12.3,13.9,0.108,0.153,0.216,15.6,23.4
696,-34.1,685,0.0194,0.0581,95.5,100,14.4,14.9,0.0875,0.154,0.304,13.9,36.1
878,77.6,544,-0.0174,0.0571,105,83.1,15.6,12.1,0.133,0.138,0.373,25.2,22.2
1.42E+03,-30.8,541,-0.00208,0.0638,152,82.8,22.7,12.6,0.115,0.154,0.27,18.2,26.4
349,1.79,1.00E+03,0.0567,0.0611,74.1,108,11.2,16.3,0.0958,0.156,0.303,10.1,30.1
1.16E+03,4.13,804,0.0077,0.0534,124,99.9,18.7,15.6,0.0808,0.181,0.338,19.8,22.6
513,2.14,571,0.114,0.0585,82.7,92.6,12.8,14,0.0921,0.139,0.39,23,34.9
1.23E+03,-15,638,0.0959,0.065,133,86.8,20,13,0.105,0.163,0.396,18.6,21.2
653,76.9,1.10E+03,0.0675,0.0628,89.2,116,13.7,18.2,0.0693,0.149,0.318,21.7,27.3
-41.6,24.9,950,0.0145,0.0546,54.2,110,8.45,16.6,0.0927,0.121,0.349,24.8,25.2
312,39.4,106,0.038,0.058,66.2,61.2,10.4,9.74,0.111,0.0759,0.301,11.8,25.5
796,-30,-715,0.0912,0.0599,105,17.9,15.7,2.6,0.116,0.12,0.276,20.1,35.4
697,39.1,1.28E+03,0.0386,0.0674,97.5,119,15.3,18.4,0.0905,0.106,0.269,15.8,20.8
510,-7.07,676,0.0211,0.0625,84.1,91.5,13,14.2,0.0756,0.115,0.342,21.6,18.7
378,-27.5,417,0.00475,0.052,72.2,79.4,11.7,12.3,0.105,0.152,0.301,20,28.8
887,78.9,1.29E+03,-0.00653,0.0557,110,139,16.6,20,0.0878,0.13,0.363,22.8,30.5
566,20.3,373,0.123,0.067,86.8,86.8,12.9,12.9,0.0939,0.157,0.348,25.5,33.4
1.13E+03,29.6,393,0.0159,0.063,128,83.4,19.3,12,0.119,0.135,0.195,26,32.5
240,3.53,659,0.0159,0.066,64.5,94.3,10.5,14.3,0.0794,0.119,0.269,28.1,22.8
329,56.6,406,0.0367,0.0528,61.3,80.1,9.67,12.6,0.0884,0.131,0.241,10.1,23.4
1.03E+03,22.4,684,0.0475,0.0537,114,92.8,17.6,14.4,0.0958,0.161,0.248,20.9,28.1
60.2,169,2.32E+03,0.0544,0.0601,55.8,196,9.04,28.8,0.0981,0.131,0.265,24,19.1
434,1.38,969,0.045,0.0695,78.1,109,12.2,16.3,0.087,0.116,0.197,21.2,29.7
837,-21.1,103,0.0697,0.0593,105,65,16.2,9.48,0.0744,0.121,0.226,16.8,35
710,84,1.71E+03,0.0207,0.0744,98,147,14.8,21.6,0.09,0.127,0.335,24.3,16
873,-34.5,1.34E+03,0.0366,0.0602,112,134,17.2,20,0.0969,0.168,0.24,13.8,34.2
611,124,1.46E+03,0.0183,0.0693,86.2,140,13.5,21.4,0.12,0.101,0.308,14.5,23.4
1.05E+03,15.1,933,0.00898,0.0548,119,103,18.2,16.3,0.0846,0.158,0.291,16.8,27.5
900,60.6,955,0.0301,0.0659,109,129,16.5,18.9,0.088,0.104,0.321,19.5,31.6
319,122,825,0.0398,0.0602,71.7,107,11,16.4,0.114,0.109,0.188,18.1,24.9
694,89.6,1.18E+03,-0.0212,0.0603,97.8,132,14.8,21.1,0.118,0.159,0.257,21.1,22.5
774,54.2,948,0.0271,0.0642,105,128,15.9,18.2,0.104,0.159,0.281,14.4,32.5
-210,91.6,1.41E+03,0.041,0.0529,33.7,143,5.54,22.1,0.101,0.134,0.305,18.2,33.8
611,4.14,542,0.0761,0.0646,88.9,96.1,13.7,14.4,0.0818,0.121,0.226,17.8,26.9
794,16.5,416,0.0398,0.0569,95.9,75.5,15,11.7,0.0943,0.178,0.202,23.5,23.9
701,47.1,231,0.0388,0.0584,85.5,81.7,13.2,11.8,0.0882,0.148,0.25,18.6,16.5
-183,4.2,937,-0.0126,0.0713,38,106,6.47,16.5,0.095,0.132,0.29,17.4,25.1
178,41.4,1.31E+03,-0.0113,0.0595,61.1,137,9.87,20.8,0.103,0.136,0.287,17.2,26.4
998,97.8,1.05E+03,0.0111,0.0607,110,119,16.6,17.5,0.0953,0.132,0.259,18.8,19.6
224,56.7,1.19E+03,-0.0225,0.0585,57.8,124,9.63,18.9,0.0979,0.129,0.296,22.3,29.3
746,76,862,0.0398,0.0725,96,106,14.5,16.3,0.0945,0.145,0.306,21.1,16.3
532,137,2.29E+03,0.00692,0.0691,83,186,13.1,28.2,0.105,0.117,0.351,27,14.8
388,17,955,0.0468,0.0593,71.2,102,11.4,15.7,0.0921,0.145,0.243,22,32.8
361,19.9,897,0.0857,0.06,73.1,105,11.5,15.6,0.0755,0.129,0.393,14.8,8.02
1.15E+03,32.9,1.50E+03,0.0341,0.0658,123,139,18.7,20.6,0.0787,0.141,0.183,18.6,11.4
629,4.4,-339,0.0269,0.0618,88.1,41.7,13.3,6.26,0.111,0.135,0.257,20.8,28.7
376,52.5,717,0.0337,0.0618,72.1,96.4,11.4,15.3,0.0867,0.0685,0.344,28.9,18.9
840,52,1.42E+03,0.0462,0.0563,109,136,16.4,20.2,0.113,0.147,0.212,16,25.2
518,120,2.01E+03,-0.0135,0.062,83.1,177,12.7,26.3,0.108,0.107,0.245,16.7,16.3
374,-10.7,468,0.0742,0.0744,71.1,79.3,11.1,12.6,0.0738,0.142,0.354,20.2,13.4
1.05E+03,99.6,1.61E+03,0.0735,0.053,121,150,18.3,23,0.0907,0.111,0.232,21.4,18
970,-29.1,363,0.0784,0.0561,114,84.4,17.4,11.6,0.0892,0.122,0.232,19.5,33.4
1.31E+03,48.9,976,0.0101,0.0634,135,114,20.1,17.4,0.0952,0.162,0.431,18.9,26
480,109,963,0.0787,0.0533,76.6,110,12,16.2,0.113,0.154,0.327,26.6,16.2
907,24.2,509,0.0593,0.064,110,94.8,16.9,13.9,0.105,0.116,0.286,20.6,32.8
819,74,1.54E+03,-0.0086,0.063,102,151,15.7,21.7,0.0884,0.147,0.365,17.5,20.9
-403,93.5,1.12E+03,0.0183,0.059,18.8,140,3.96,20,0.1,0.117,0.128,23.1,23.1
550,141,2.02E+03,0.0347,0.0631,77.8,173,12,25.5,0.1,0.161,0.284,21,17.7
617,-49.8,-878,-0.0129,0.0641,89.9,19.6,13.7,3.16,0.0917,0.149,0.373,10.4,17.3
648,-25.7,932,0.0511,0.0655,91,110,13.8,18.1,0.0798,0.192,0.235,9.17,25.9
1.06E+03,47.7,466,0.045,0.0688,116,71.7,17.3,11.5,0.11,0.149,0.267,18.6,25
548,51.1,1.31E+03,0.0882,0.0592,87.3,121,13.3,19.3,0.066,0.118,0.261,22.8,16.1
248,69.9,805,-0.00214,0.076,63.1,117,9.78,17.2,0.106,0.102,0.328,15.5,25.3
649,-19.7,596,0.0782,0.0672,90.1,83.4,13.9,13.4,0.0594,0.127,0.339,25.2,23.9
717,57,971,-0.00556,0.0662,92.4,114,14.6,17.8,0.114,0.144,0.232,16.3,20.8
912,19.6,1.21E+03,0.017,0.0649,111,114,17,17.4,0.0915,0.15,0.403,22.8,28.4
507,25,1.14E+03,0.0419,0.0575,86.7,110,13.2,18.2,0.0978,0.13,0.297,10.7,20.6
-240,-14.1,949,0.05,0.0607,42.4,110,6.9,17.4,0.0913,0.156,0.342,19.5,18.9
1.03E+03,8.19,645,0.0223,0.0633,118,89.9,18.1,12.6,0.11,0.116,0.276,14.6,28
-360,39.2,1.57E+03,0.0144,0.0614,22.5,148,4.57,21.7,0.109,0.163,0.347,13.8,28.6
705,64,1.29E+03,0.0446,0.0623,99,137,14.9,20.3,0.0947,0.132,0.285,13.1,22.9
514,104,1.26E+03,0.0218,0.0655,81.5,133,12.3,19.4,0.098,0.0955,0.396,19,25.3
466,15.1,1.21E+03,0.00793,0.0607,81.2,129,12.9,19.3,0.0712,0.156,0.238,10.2,23.3
766,48.2,979,0.0683,0.069,101,106,15,15.4,0.0986,0.126,0.209,30.1,31.3
528,170,2.03E+03,0.0223,0.0595,76.4,178,12,26.4,0.0999,0.137,0.373,28.6,27.2
694,-36.8,281,0.0336,0.0659,97.2,78.5,14.9,11.8,0.0898,0.144,0.272,19.2,29.2
1.04E+03,121,1.94E+03,0.0334,0.0691,118,173,17.8,25.5,0.111,0.126,0.341,22.6,27.8
421,32.4,1.40E+03,0.0476,0.0632,84.9,136,12.7,20,0.0636,0.111,0.219,19.5,27.7
845,95.5,1.61E+03,0.0116,0.0639,106,143,15.8,22,0.0742,0.124,0.393,28,16.6
796,32.1,804,0.0534,0.0578,99.6,108,15.1,16.3,0.099,0.152,0.253,14.7,27.9
1.22E+03,31.4,1.36E+03,0.0617,0.0625,134,142,20.3,20.9,0.0979,0.173,0.37,17.3,31.3
364,89.8,736,0.0259,0.0648,73.7,92,11,13.6,0.0982,0.116,0.218,17.1,23.6
294,68.4,1.27E+03,0.035,0.0655,71.2,127,10.9,19.9,0.0956,0.141,0.196,19.9,29.9
721,92.6,1.14E+03,-0.00548,0.0575,93.2,124,13.9,19,0.0919,0.135,0.319,16.1,20.1
486,14.4,485,0.0291,0.0577,69.1,86.2,11.2,13,0.0968,0.156,0.282,16.7,29.8
940,15.5,1.22E+03,0.0498,0.0628,112,127,17,19.8,0.0821,0.125,0.352,22.9,32.3
573,23.5,557,0.0487,0.054,85.8,84.1,13.5,13.2,0.118,0.144,0.284,17.6,28
456,-68.5,176,0.0276,0.0771,79,72.4,12.7,11.4,0.111,0.172,0.312,16.3,28
1.08E+03,35,890,0.0667,0.0643,123,119,18.7,18.2,0.0821,0.143,0.326,23.2,24.7
785,98.9,1.17E+03,0.0234,0.0628,97.8,123,14.8,18.7,0.119,0.173,0.211,22.1,12.6
445,14.5,1.42E+03,0.0247,0.0641,84.5,139,12.7,21.3,0.0901,0.143,0.378,16,28.1
369,-13,791,0.0353,0.0554,78.2,90.6,12.3,14.5,0.114,0.165,0.249,27.3,23.5
858,-20.3,258,0.0462,0.0675,107,77.4,16.4,12.1,0.0893,0.154,0.242,12.2,21.9
922,27.9,1.25E+03,0.0496,0.0541,113,131,17.1,19.4,0.0723,0.137,0.257,22.5,23.6
608,-18.1,657,0.0251,0.0626,94,92.2,14.2,13.6,0.061,0.138,0.201,20,29.3
319,40,1.15E+03,0.0585,0.0608,73.8,130,11.1,19.1,0.0906,0.147,0.301,21.8,28.7
644,-26.6,247,0.0551,0.0685,90.6,71.4,14.2,10.6,0.103,0.138,0.336,19.2,19.8
675,-45.3,-140,0.0432,0.0683,90.2,47.4,14.1,7.64,0.113,0.142,0.247,11.8,23.2
515,-11.9,5.74,0.0328,0.0466,85.8,70.4,13.1,10.5,0.0807,0.145,0.358,21.4,21.7
307,37.8,1.16E+03,0.0229,0.0421,71.3,118,11,18.3,0.0857,0.157,0.314,17.8,26.6
763,82.9,1.60E+03,0.0633,0.0562,101,149,15.4,23.1,0.0964,0.149,0.144,16.5,26.2
1.16E+03,-77.2,-245,0.052,0.0667,130,46.8,19.8,7.85,0.101,0.137,0.204,22.5,41.9
765,14.1,1.10E+03,0.0275,0.0676,104,108,15.6,16.9,0.0916,0.142,0.164,15.8,32.5
-63.2,-62.7,-254,-0.0267,0.066,48.7,35.2,8.1,6.61,0.0926,0.119,0.254,17.4,21.3
858,41.1,654,-0.00626,0.0519,104,92.3,16.1,14.2,0.0918,0.0901,0.274,19.6,32.2
1.11E+03,-50.8,51.2,0.113,0.0602,122,56.6,18.5,8.92,0.0943,0.171,0.373,15.9,22.6
666,56.7,1.70E+03,0.0431,0.065,93.4,158,14.6,22.6,0.0864,0.146,0.338,21.4,28.4
786,22.6,849,0.0309,0.0613,106,106,16,16.2,0.0923,0.162,0.214,19.1,21.6
590,-5.97,-43.2,0.0703,0.0677,90.1,60.3,13.8,9.54,0.0976,0.103,0.25,21.5,35.2
609,37.4,873,-0.0267,0.0511,96.3,99.3,14.7,15.2,0.0886,0.115,0.315,25.3,24.7
419,-57.9,-76.7,0.0697,0.0613,77.3,48.5,12.3,8.06,0.0947,0.174,0.289,21.1,27.1
455,-47.5,578,0.1,0.0541,82.6,76.8,12.8,12,0.0783,0.0828,0.31,18.1,30.2
448,138,1.75E+03,0.011,0.0592,77.4,146,11.7,22.6,0.114,0.106,0.287,20.5,15.8
945,40.3,779,-0.0103,0.0589,111,106,16.8,15.9,0.11,0.132,0.281,17.1,30.6
285,23.4,559,-0.00944,0.0689,65.8,75.9,10.4,12,0.0861,0.144,0.293,16.6,17.6
791,9.17,562,0.125,0.064,103,87.4,15.9,12.6,0.0901,0.147,0.337,23.9,31.6
961,14.2,953,-0.00513,0.0712,112,111,17.1,17.3,0.0994,0.116,0.353,16.6,28.5
700,49.5,1.20E+03,0.0239,0.0673,95.7,130,14.9,19.1,0.092,0.128,0.222,18.9,20.9
217,-11.4,-23.3,0.044,0.0656,54.4,57.7,8.73,9.07,0.09,0.145,0.317,13.7,18.9
822,112,1.50E+03,0.0141,0.0644,105,139,15.6,21,0.11,0.147,0.308,19,32.2
686,-31.9,328,0.037,0.0504,93.4,70.6,14.5,10.5,0.087,0.189,0.197,23.5,22.3
104,32.5,-169,0.0145,0.0744,46.5,54.9,7.26,7.87,0.102,0.147,0.326,23.5,19.6
820,67.1,1.20E+03,0.0572,0.0581,101,119,15.8,18,0.113,0.176,0.347,20.5,14.8
1.28E+03,98.1,1.06E+03,0.0533,0.07,126,120,19.3,19.1,0.113,0.138,0.337,16.1,25.9
1.14E+03,78.4,1.17E+03,-0.0186,0.0614,123,132,18.4,20,0.115,0.139,0.387,8.86,26
109,137,1.68E+03,0.0376,0.0671,53.2,143,8.54,22.2,0.0926,0.103,0.466,22.7,27.4
685,9.14,-41.4,0.0217,0.0671,87.2,47.2,14,8.14,0.0886,0.135,0.349,27.8,29.2
728,93.2,992,-0.00925,0.0601,95.5,133,14.7,18.8,0.114,0.111,0.165,17.6,17
773,9.21,563,0.0695,0.0594,101,83.3,15.6,12.6,0.111,0.147,0.302,21.5,38.6
690,76.5,1.36E+03,0.0165,0.0736,87.9,138,13.9,19.8,0.0876,0.118,0.284,15.9,20.2
652,75.5,1.18E+03,0.0428,0.0601,92,110,14,17.2,0.0941,0.136,0.274,20.1,20.1
319,37.1,632,-0.0616,0.0654,70.2,83.5,11,13.1,0.091,0.123,0.217,13.4,28.4
913,-35.5,-558,0.0286,0.053,105,26.6,15.9,4.34,0.112,0.154,0.273,23.5,21.4
274,65.9,1.39E+03,0.0861,0.0612,67.7,144,10.6,21.5,0.0963,0.173,0.298,20.3,26.7
1.05E+03,32.1,484,-0.00883,0.0735,119,86.6,18.1,13.1,0.0926,0.102,0.268,14.7,26.8
48.9,28.3,858,0.0303,0.0669,49.4,97.9,7.97,15.9,0.0919,0.132,0.255,16.8,30.9
808,-64,-415,0.0654,0.0752,101,42.4,15.6,6.4,0.107,0.158,0.171,25.9,30.8
398,31.6,709,0.0411,0.0558,71.3,97.9,11.2,15.1,0.0968,0.164,0.389,18.1,34.5
1.13E+03,-122,-197,0.0639,0.068,134,47.6,20.1,7.36,0.0948,0.172,0.334,20,11.7
661,25.9,1.07E+03,0.0761,0.0473,98.8,104,15.2,16.6,0.0884,0.137,0.251,19.4,27.6
1.03E+03,93.8,1.55E+03,0.0348,0.0713,114,147,17.3,21.8,0.125,0.169,0.341,18.3,28.4
1.12E+03,4.37,459,0.0109,0.069,122,64,18.4,11.2,0.0758,0.107,0.275,20.6,25.2
232,-35.5,-6.99,0.0443,0.0704,61.5,59.8,9.6,9.43,0.0686,0.181,0.273,19.9,30.8
971,30.7,552,0.0275,0.067,112,85.8,16.7,13.2,0.0888,0.133,0.282,19,23.5
-10.3,9.2,521,0.0424,0.0601,45.4,79.5,7.38,13.1,0.103,0.156,0.294,25.2,33.5
1.19E+03,16.3,731,0.0702,0.0648,134,90.5,20.2,13.8,0.0847,0.15,0.327,18.2,21.8
758,119,1.05E+03,-0.0162,0.0559,97.9,124,14.4,19.6,0.0942,0.116,0.246,22.6,27.1
1.44E+03,25.4,390,0.0184,0.062,147,83.9,21.9,13.6,0.102,0.148,0.271,21.2,30.9
544,33.3,843,0.0977,0.0689,77.6,88.7,11.9,14.2,0.0776,0.148,0.326,19.5,28.1
619,-3.56,1.18E+03,0.0256,0.0667,96.3,115,14.4,17.9,0.0754,0.142,0.394,18.9,26.8
810,32.9,850,0.00948,0.0597,99.1,120,15.2,17.2,0.0841,0.141,0.33,23.7,35
805,-13.8,549,0.0287,0.0658,99,73.5,15.6,11.8,0.0951,0.141,0.248,21.3,35.3
9.4,-13.4,688,0.0615,0.0692,52.6,90.1,8.21,14.2,0.0739,0.117,0.386,26.9,12
1.40E+03,47.2,1.72E+03,0.0281,0.0618,149,160,22.5,23.1,0.101,0.13,0.235,18.4,28.5
452,-10.9,387,0.0799,0.0544,82.5,80.9,12.9,12.4,0.0982,0.129,0.317,17.6,35.5
533,8.11,367,0.048,0.0701,82,93.4,12.4,13.6,0.0907,0.149,0.25,15.5,21.9
789,87.8,968,0.0806,0.0732,97,105,14.5,15.8,0.0992,0.137,0.235,18.1,13.5
652,56.8,1.62E+03,0.0375,0.0623,91.5,143,14.3,21.3,0.0959,0.177,0.271,19.3,23.5
589,19.1,880,0.0538,0.0701,89.8,117,13.8,17.2,0.111,0.184,0.357,17.1,14.4
551,72,1.27E+03,-0.0168,0.0546,83.3,121,13.1,18.3,0.0974,0.14,0.327,25.9,15.2
940,105,2.35E+03,0.057,0.0812,112,191,17.3,28.8,0.105,0.15,0.287,23.5,21.8
1.27E+03,-31.6,914,1.68E-05,0.0599,128,98.1,19.7,15,0.0872,0.136,0.273,10.2,33.5
581,18.1,242,0.0536,0.0731,86.6,68.9,13.3,10.2,0.1,0.107,0.343,24.6,28.5
668,75.1,452,-0.0369,0.0635,87.7,90.3,13.4,13.5,0.101,0.108,0.229,10.9,22.4
559,159,2.11E+03,0.00326,0.0608,83.6,179,12.8,26.7,0.111,0.113,0.225,18.5,22.6
892,63.1,1.26E+03,0.0387,0.0762,102,133,15.9,20.3,0.1,0.154,0.291,19.2,29
760,-68.5,-302,0.00155,0.07,102,51.8,15.7,8.12,0.104,0.164,0.329,19.8,21.1
413,-60.2,79,0.0264,0.0579,75.1,58.5,11.6,10.1,0.0793,0.123,0.315,13.3,32.2
152,64.3,658,-0.0044,0.0636,51.2,89.7,8.32,14.4,0.108,0.121,0.285,10.3,22.6
1.10E+03,52.8,1.41E+03,0.0537,0.0546,127,141,19.2,20.9,0.0902,0.11,0.217,17,35.4
1.35E+03,-7.43,48.9,0.0533,0.0602,138,48.5,20.6,8.36,0.0926,0.158,0.266,10.8,11.8
364,29.9,1.37E+03,0.0106,0.0616,77.2,137,12.1,20.8,0.105,0.148,0.279,22.9,28.5
808,132,1.17E+03,0.0909,0.0682,92.7,123,14.2,17.9,0.12,0.111,0.351,28.7,22.4
819,73.3,1.05E+03,0.0378,0.0617,102,118,15.7,17.9,0.0943,0.105,0.233,14.3,22.4
873,97.8,1.12E+03,0.0159,0.0592,106,115,16.1,18.1,0.102,0.12,0.258,20.7,23.9
496,69.6,1.57E+03,0.0429,0.0634,83.7,152,12.8,22.5,0.0874,0.139,0.388,22.5,25.5
1.02E+03,6.25,362,0.103,0.0643,119,73.9,17.6,11.1,0.111,0.174,0.291,20.5,28.7
1.08E+03,-31.5,708,0.0284,0.0701,116,76.9,17.7,12.8,0.0823,0.142,0.379,14.4,30.4
949,1.47,893,-0.00757,0.0589,114,101,17.2,15.3,0.0727,0.106,0.317,23.5,24.9
428,-84.2,-46.1,-0.0199,0.0599,77.8,55.6,12.5,8.07,0.104,0.104,0.336,19.7,19.8
906,44.8,288,0.0503,0.0599,114,81.7,17.1,12,0.0964,0.118,0.193,19.5,28.9
965,68.4,1.73E+03,0.0152,0.0498,111,144,17.2,22.1,0.0838,0.107,0.307,23.9,40.5
685,18.2,475,0.0508,0.0588,87.6,102,13.6,15.4,0.095,0.164,0.308,13.4,23
270,62,998,0.0642,0.0647,70.2,111,10.7,17.2,0.119,0.128,0.391,18.9,24.2
-29.5,43,660,0.0412,0.0568,48.6,81,7.52,13.5,0.132,0.138,0.385,14.4,25.7
